playlist_id,track_id,position,added_date
363,707,15,17-10-2023
363,241,16,14-01-2023
363,770,17,24-08-2023
363,873,18,22-10-2023
363,657,19,22-12-2022
363,959,20,05-04-2023
363,917,21,18-01-2023
363,122,22,06-03-2023
363,524,23,14-08-2023
363,208,24,01-12-2022
363,559,25,01-08-2023
363,280,26,12-09-2023
363,286,27,26-04-2023
363,516,28,28-04-2023
363,655,29,28-12-2022
363,185,30,20-03-2023
363,398,31,27-01-2023
363,994,32,21-07-2023
363,680,33,16-09-2023
363,409,34,22-06-2023
363,677,35,25-09-2023
363,418,36,02-03-2023
363,334,37,16-01-2023
363,224,38,19-10-2023
363,568,39,11-10-2023
363,346,40,18-07-2023
363,957,41,10-07-2023
363,626,42,18-11-2023
363,531,43,21-02-2023
363,161,44,27-08-2023
363,477,45,10-03-2023
363,466,46,04-10-2023
14,201,1,25-08-2024
14,45,2,03-06-2024
14,357,3,09-04-2024
14,574,4,16-09-2024
14,224,5,02-09-2024
14,413,6,15-10-2024
14,65,7,15-11-2024
14,210,8,28-05-2024
14,627,9,15-09-2024
14,241,10,11-05-2024
14,315,11,27-08-2024
14,6,12,05-03-2024
14,512,13,18-08-2024
14,553,14,29-11-2024
14,624,15,17-11-2024
14,319,16,13-09-2024
14,601,17,21-02-2024
943,282,1,27-09-2023
943,363,2,07-07-2023
943,110,3,28-03-2023
943,440,4,15-01-2023
943,483,5,18-03-2023
943,956,6,14-05-2023
943,52,7,19-06-2023
943,520,8,02-09-2023
943,55,9,26-06-2023
943,983,10,16-08-2023
943,711,11,13-12-2023
943,799,12,03-07-2023
943,787,13,12-10-2023
943,966,14,02-06-2023
943,603,15,22-10-2023
943,508,16,16-09-2023
943,534,17,27-12-2022
943,189,18,26-01-2023
943,366,19,12-04-2023
943,820,20,23-11-2023
943,387,21,13-02-2023
943,605,22,13-12-2023
943,690,23,06-05-2023
943,74,24,31-03-2023
943,823,25,18-11-2023
943,256,26,14-06-2023
943,583,27,06-06-2023
943,72,28,23-11-2023
943,337,29,01-10-2023
943,750,30,06-09-2023
943,903,31,30-07-2023
943,987,32,06-07-2023
943,15,33,18-07-2023
943,801,34,02-10-2023
943,167,35,17-06-2023
943,649,36,26-08-2023
837,770,1,06-10-2022
837,550,2,03-06-2022
837,734,3,05-03-2023
837,413,4,13-09-2022
837,808,5,28-05-2022
837,903,6,22-07-2022
837,282,7,06-11-2022
837,393,8,28-11-2022
837,328,9,23-04-2022
837,743,10,21-08-2022
837,348,11,23-12-2022
837,862,12,19-08-2022
837,118,13,11-06-2022
837,758,14,29-07-2022
837,729,15,17-10-2022
837,509,16,24-10-2022
837,169,17,02-11-2022
837,827,18,28-05-2022
837,474,19,14-01-2023
837,316,20,20-01-2023
837,774,21,24-09-2022
837,185,22,15-03-2023
837,224,23,08-08-2022
837,162,24,21-02-2023
837,272,25,19-01-2023
837,290,26,15-01-2023
837,742,27,14-11-2022
837,5,28,05-06-2022
837,751,29,20-05-2022
837,377,30,21-10-2022
837,959,31,05-03-2023
837,165,32,01-06-2022
837,407,33,15-12-2022
837,457,34,06-06-2022
837,897,35,27-11-2022
837,268,36,16-01-2023
837,931,37,10-05-2022
837,828,38,27-04-2022
837,963,39,31-05-2022
837,51,40,25-03-2023
837,206,41,24-01-2023
837,225,42,07-09-2022
837,799,43,29-05-2022
255,827,1,30-10-2023
255,198,2,27-05-2024
255,430,3,02-12-2023
255,148,4,02-07-2024
255,101,5,26-09-2023
255,245,6,31-03-2024
255,452,7,12-11-2023
255,201,8,30-10-2023
255,57,9,03-03-2024
255,238,10,30-09-2023
255,342,11,05-04-2024
255,257,12,11-09-2023
255,410,13,27-06-2024
255,431,14,01-10-2023
255,119,15,06-02-2024
255,516,16,23-04-2024
255,668,17,13-04-2024
255,272,18,27-02-2024
255,848,19,12-07-2024
255,365,20,15-10-2023
255,206,21,05-08-2024
255,911,22,18-11-2023
255,912,23,12-01-2024
255,375,24,16-05-2024
255,729,25,03-07-2024
255,6,26,03-05-2024
255,582,27,05-02-2024
255,462,28,20-03-2024
255,847,29,20-12-2023
255,135,30,17-06-2024
255,296,31,05-07-2024
255,346,32,27-12-2023
255,353,33,16-09-2023
255,394,34,26-07-2024
255,384,35,13-04-2024
255,588,36,25-08-2024
897,381,1,28-06-2024
897,657,2,08-04-2024
897,959,3,14-03-2024
897,677,4,02-02-2024
897,271,5,04-05-2024
897,617,6,15-04-2024
897,795,7,11-04-2024
897,274,8,10-01-2024
547,278,1,06-07-2023
547,440,2,21-12-2023
547,346,3,21-02-2024
547,192,4,22-07-2023
547,922,5,02-08-2023
547,730,6,06-07-2023
547,341,7,20-01-2024
547,808,8,13-02-2024
547,976,9,10-05-2023
547,452,10,21-02-2024
547,466,11,24-06-2023
547,956,12,14-12-2023
547,961,13,13-04-2023
547,501,14,14-05-2023
547,546,15,30-11-2023
547,189,16,11-11-2023
547,751,17,19-05-2023
547,462,18,01-09-2023
547,562,19,05-12-2023
547,335,20,29-01-2024
547,337,21,23-10-2023
547,959,22,20-09-2023
547,355,23,17-05-2023
547,180,24,13-08-2023
547,957,25,19-06-2023
547,198,26,26-01-2024
547,883,27,05-05-2023
547,81,28,03-12-2023
547,997,29,11-04-2023
547,117,30,11-04-2023
547,134,31,12-05-2023
547,280,32,22-02-2024
547,930,33,08-09-2023
547,774,34,27-05-2023
730,994,1,12-04-2023
730,531,2,09-05-2023
730,792,3,21-08-2023
730,648,4,16-10-2023
730,496,5,07-04-2023
730,946,6,30-12-2022
730,576,7,09-04-2023
730,34,8,04-11-2023
730,290,9,15-10-2023
730,778,10,10-01-2023
730,626,11,19-09-2023
730,864,12,09-11-2023
730,781,13,26-04-2023
730,162,14,28-08-2023
730,67,15,07-10-2023
730,497,16,02-06-2023
730,72,17,24-04-2023
730,81,18,04-02-2023
730,837,19,17-12-2022
730,987,20,08-03-2023
730,326,21,01-01-2023
730,380,22,04-11-2023
730,431,23,09-06-2023
730,185,24,07-01-2023
730,971,25,03-04-2023
730,329,26,29-01-2023
730,316,27,27-12-2022
730,58,28,01-02-2023
730,845,29,22-05-2023
730,725,30,07-01-2023
730,659,31,11-02-2023
730,953,32,05-03-2023
730,602,33,29-06-2023
730,728,34,22-07-2023
730,440,35,24-01-2023
730,199,36,16-03-2023
730,734,37,22-01-2023
730,227,38,16-01-2023
730,143,39,09-10-2023
730,270,40,26-05-2023
730,40,41,24-05-2023
214,828,1,06-06-2021
214,91,2,17-09-2021
214,473,3,28-06-2021
214,199,4,28-05-2021
214,398,5,09-08-2021
214,478,6,27-02-2021
214,776,7,11-10-2021
214,270,8,11-01-2022
214,991,9,25-09-2021
214,156,10,11-10-2021
214,656,11,02-07-2021
214,708,12,29-08-2021
214,678,13,03-06-2021
214,83,14,18-06-2021
214,590,15,04-03-2021
214,737,16,08-07-2021
214,774,17,11-05-2021
214,458,18,11-12-2021
214,90,19,02-09-2021
214,504,20,07-05-2021
214,363,21,28-07-2021
214,80,22,24-04-2021
214,257,23,06-12-2021
214,244,24,20-02-2021
214,348,25,19-11-2021
214,706,26,27-10-2021
214,45,27,13-11-2021
524,205,1,24-12-2024
524,135,2,06-03-2024
524,794,3,22-09-2024
524,405,4,01-07-2024
524,959,5,29-06-2024
524,149,6,31-03-2024
524,446,7,28-02-2024
524,881,8,18-09-2024
524,299,9,04-03-2024
524,711,10,20-12-2024
524,969,11,03-03-2024
524,436,12,17-05-2024
524,359,13,27-11-2024
524,395,14,22-08-2024
524,129,15,30-01-2025
524,137,16,13-01-2025
524,566,17,31-01-2025
524,944,18,12-07-2024
524,935,19,23-03-2024
524,864,20,17-01-2025
524,361,21,28-08-2024
524,117,22,13-08-2024
524,962,23,30-01-2025
524,883,24,23-08-2024
524,441,25,01-06-2024
524,233,26,31-03-2024
524,764,27,17-06-2024
524,735,28,22-07-2024
524,290,29,15-10-2024
524,103,30,25-11-2024
524,829,31,28-01-2025
524,706,32,05-04-2024
524,817,33,11-07-2024
524,828,34,26-01-2025
524,344,35,19-10-2024
524,856,36,11-01-2025
524,624,37,06-02-2025
524,565,38,05-08-2024
524,597,39,05-04-2024
524,878,40,26-07-2024
524,304,41,31-12-2024
524,835,42,27-03-2024
524,931,43,20-07-2024
754,43,1,13-10-2021
754,713,2,30-01-2022
754,363,3,05-12-2021
754,129,4,01-01-2022
754,657,5,07-10-2021
754,161,6,10-02-2022
754,983,7,30-05-2021
754,745,8,27-12-2021
754,83,9,30-04-2021
754,167,10,02-07-2021
754,469,11,30-09-2021
754,885,12,10-10-2021
754,434,13,15-08-2021
754,99,14,24-03-2021
754,848,15,02-03-2022
754,6,16,18-08-2021
754,387,17,30-11-2021
754,871,18,30-05-2021
754,812,19,26-11-2021
754,15,20,23-07-2021
754,491,21,20-05-2021
754,119,22,28-10-2021
754,677,23,24-08-2021
754,883,24,29-03-2021
754,862,25,01-11-2021
754,405,26,25-09-2021
754,700,27,26-02-2022
754,473,28,13-04-2021
754,447,29,08-03-2022
754,927,30,15-02-2022
754,835,31,08-02-2022
754,820,32,24-01-2022
754,335,33,04-01-2022
754,959,34,07-02-2022
754,521,35,20-10-2021
754,110,36,08-08-2021
754,474,37,28-11-2021
754,923,38,31-12-2021
754,842,39,07-01-2022
754,826,40,04-08-2021
754,117,41,04-11-2021
754,932,42,07-07-2021
754,771,43,14-03-2022
754,505,44,12-06-2021
754,355,45,08-10-2021
754,546,46,25-08-2021
754,686,47,06-06-2021
754,597,48,30-05-2021
754,584,49,22-08-2021
972,778,1,03-05-2023
972,584,2,18-01-2023
972,598,3,13-09-2023
972,5,4,22-10-2023
972,990,5,21-01-2023
972,316,6,08-02-2023
972,97,7,06-02-2023
972,65,8,16-02-2023
972,542,9,01-07-2023
972,161,10,15-03-2023
972,176,11,27-07-2023
972,728,12,01-07-2023
972,326,13,16-04-2023
972,525,14,06-07-2023
972,897,15,20-09-2023
972,469,16,26-03-2023
972,142,17,19-11-2023
972,379,18,26-11-2023
972,100,19,16-05-2023
76,944,1,27-09-2025
76,720,2,19-06-2025
76,667,3,11-08-2025
76,14,4,24-04-2025
76,600,5,15-09-2025
76,781,6,13-12-2024
76,710,7,10-11-2024
76,199,8,26-04-2025
76,751,9,03-04-2025
76,935,10,02-06-2025
76,769,11,01-09-2025
76,0,12,28-01-2025
76,407,13,14-07-2025
76,212,14,24-11-2024
76,68,15,18-07-2025
76,582,16,06-12-2024
76,969,17,21-07-2025
76,342,18,25-06-2025
76,239,19,06-11-2024
76,380,20,16-10-2025
76,1000,21,07-09-2025
76,394,22,18-06-2025
76,706,23,14-08-2025
76,419,24,12-01-2025
76,629,25,12-09-2025
76,197,26,02-11-2025
76,648,27,15-07-2025
76,806,28,27-03-2025
76,26,29,27-11-2024
76,792,30,25-06-2025
76,94,31,02-10-2025
76,217,32,27-04-2025
76,198,33,01-10-2025
76,605,34,24-09-2025
76,518,35,26-10-2025
76,580,36,11-04-2025
76,398,37,17-10-2025
76,58,38,17-10-2025
76,895,39,16-08-2025
76,362,40,21-11-2024
76,813,41,17-12-2024
76,454,42,07-04-2025
76,316,43,24-10-2025
76,868,44,22-06-2025
76,358,45,15-09-2025
76,956,46,16-06-2025
76,534,47,08-06-2025
75,40,1,17-12-2022
75,976,2,02-08-2022
75,590,3,07-08-2022
75,671,4,14-12-2022
75,439,5,10-10-2022
75,475,6,17-11-2022
75,456,7,20-04-2022
75,115,8,12-12-2022
75,833,9,12-10-2022
75,638,10,03-08-2022
75,235,11,01-09-2022
75,228,12,11-10-2022
75,770,13,21-08-2022
75,334,14,18-01-2023
75,598,15,09-10-2022
75,940,16,15-02-2023
75,726,17,06-06-2022
75,660,18,30-09-2022
75,748,19,10-05-2022
75,342,20,11-10-2022
75,267,21,22-08-2022
75,853,22,23-08-2022
75,203,23,03-07-2022
75,390,24,27-09-2022
75,422,25,04-12-2022
75,59,26,18-02-2023
75,318,27,09-09-2022
75,847,28,15-07-2022
75,86,29,09-01-2023
75,764,30,26-06-2022
75,925,31,04-07-2022
75,612,32,13-06-2022
75,309,33,10-11-2022
264,204,1,27-08-2024
264,706,2,26-04-2025
264,854,3,25-12-2024
264,468,4,13-08-2024
264,734,5,30-09-2024
264,402,6,16-11-2024
264,684,7,01-03-2025
264,90,8,07-09-2024
264,999,9,21-07-2025
264,576,10,04-04-2025
264,36,11,27-07-2025
264,183,12,13-04-2025
264,470,13,05-08-2025
264,504,14,05-07-2025
264,730,15,29-07-2025
264,451,16,02-10-2024
264,140,17,01-11-2024
264,455,18,17-09-2024
264,301,19,18-10-2024
264,457,20,19-12-2024
264,656,21,14-01-2025
264,185,22,14-04-2025
264,58,23,01-12-2024
264,820,24,27-01-2025
264,837,25,01-01-2025
264,266,26,03-08-2025
264,69,27,25-02-2025
264,664,28,29-11-2024
264,362,29,30-10-2024
264,903,30,20-01-2025
264,188,31,31-08-2024
264,65,32,17-12-2024
264,836,33,05-03-2025
264,626,34,10-09-2024
264,766,35,07-03-2025
264,944,36,19-05-2025
264,720,37,10-01-2025
264,868,38,09-04-2025
264,928,39,05-05-2025
264,983,40,10-02-2025
117,707,1,15-04-2022
117,751,2,14-02-2022
117,115,3,23-02-2022
117,989,4,17-03-2022
117,217,5,01-09-2021
117,983,6,09-04-2022
117,432,7,28-06-2022
117,663,8,14-12-2021
117,430,9,09-11-2021
117,385,10,04-06-2022
117,199,11,19-12-2021
117,727,12,02-10-2021
117,883,13,13-01-2022
117,551,14,06-09-2021
117,181,15,07-03-2022
117,612,16,09-01-2022
117,682,17,28-05-2022
9,266,1,11-01-2021
9,409,2,07-04-2021
9,795,3,23-10-2021
9,439,4,19-05-2021
9,976,5,28-03-2021
9,341,6,26-09-2021
9,15,7,07-09-2021
9,139,8,30-05-2021
9,730,9,25-08-2021
9,435,10,21-06-2021
9,726,11,02-09-2021
9,72,12,17-05-2021
9,239,13,28-07-2021
9,556,14,09-02-2021
9,118,15,27-05-2021
9,903,16,30-01-2021
9,45,17,31-08-2021
9,749,18,30-07-2021
9,708,19,15-10-2021
9,978,20,20-05-2021
9,346,21,06-06-2021
9,987,22,07-02-2021
9,668,23,05-01-2022
9,686,24,13-11-2021
9,953,25,20-06-2021
9,325,26,01-01-2022
9,267,27,15-12-2021
9,719,28,11-03-2021
9,491,29,14-05-2021
9,117,30,21-03-2021
9,744,31,01-12-2021
9,940,32,08-01-2022
9,477,33,09-09-2021
9,340,34,15-09-2021
9,410,35,18-08-2021
9,136,36,30-01-2021
979,3,1,13-12-2023
979,91,2,19-05-2023
979,808,3,20-03-2023
979,20,4,25-08-2023
979,741,5,30-04-2023
979,211,6,20-10-2023
979,440,7,07-05-2023
979,848,8,10-03-2023
979,373,9,11-04-2023
979,235,10,17-03-2023
979,778,11,29-12-2023
583,466,1,18-07-2022
583,200,2,01-01-2022
583,633,3,06-09-2022
583,809,4,08-04-2022
583,278,5,03-10-2022
583,455,6,03-10-2022
583,132,7,01-02-2022
583,359,8,18-10-2022
583,725,9,22-03-2022
583,430,10,20-03-2022
583,828,11,06-11-2022
583,898,12,27-02-2022
583,617,13,16-11-2022
583,490,14,21-02-2022
583,417,15,18-08-2022
583,474,16,02-03-2022
583,684,17,11-07-2022
583,576,18,26-08-2022
583,730,19,24-07-2022
583,744,20,03-09-2022
583,206,21,11-11-2022
583,895,22,24-11-2022
583,143,23,31-08-2022
583,357,24,19-10-2022
583,571,25,27-02-2022
583,257,26,19-04-2022
747,706,1,17-09-2024
747,361,2,20-04-2024
747,394,3,13-06-2024
747,842,4,04-10-2023
747,512,5,13-04-2024
747,999,6,27-03-2024
747,772,7,05-09-2024
747,241,8,09-02-2024
747,363,9,18-08-2024
747,31,10,08-06-2024
747,319,11,20-06-2024
747,982,12,31-12-2023
747,335,13,26-02-2024
747,960,14,14-02-2024
747,311,15,24-04-2024
747,521,16,01-02-2024
747,820,17,20-05-2024
747,705,18,29-11-2023
747,838,19,01-08-2024
747,977,20,21-06-2024
747,863,21,10-02-2024
747,889,22,12-08-2024
747,445,23,20-01-2024
747,135,24,07-04-2024
747,4,25,03-04-2024
747,274,26,13-08-2024
747,160,27,27-12-2023
747,244,28,03-04-2024
747,393,29,01-08-2024
747,189,30,08-02-2024
747,978,31,23-09-2024
747,584,32,30-01-2024
686,770,1,07-06-2024
686,990,2,07-11-2023
686,994,3,08-03-2024
686,76,4,28-09-2023
686,451,5,22-04-2024
686,589,6,13-12-2023
160,101,1,07-12-2023
160,834,2,01-03-2024
160,161,3,27-05-2024
160,521,4,30-09-2023
160,868,5,18-07-2024
160,393,6,17-04-2024
160,274,7,26-06-2024
160,957,8,08-01-2024
160,659,9,16-04-2024
160,414,10,14-05-2024
160,366,11,12-06-2024
160,94,12,12-07-2024
160,719,13,31-07-2024
160,266,14,15-11-2023
160,971,15,22-10-2023
160,727,16,07-06-2024
160,422,17,17-09-2024
160,766,18,23-10-2023
160,304,19,15-06-2024
160,90,20,02-05-2024
160,316,21,13-10-2023
160,256,22,09-05-2024
160,221,23,16-11-2023
160,303,24,26-05-2024
160,334,25,18-08-2024
160,857,26,13-12-2023
160,400,27,26-05-2024
160,5,28,16-03-2024
160,835,29,12-04-2024
160,289,30,27-08-2024
160,763,31,14-02-2024
160,188,32,28-11-2023
160,357,33,17-01-2024
160,496,34,28-05-2024
160,475,35,20-12-2023
160,335,36,31-05-2024
160,432,37,29-05-2024
160,826,38,04-09-2024
160,885,39,02-07-2024
160,583,40,23-07-2024
160,95,41,16-11-2023
160,420,42,26-11-2023
160,34,43,13-12-2023
160,734,44,18-06-2024
160,923,45,02-05-2024
160,173,46,08-12-2023
150,936,1,07-06-2024
150,166,2,27-03-2024
150,730,3,23-03-2024
150,749,4,04-03-2024
150,335,5,01-02-2024
150,645,6,04-09-2024
150,928,7,03-09-2024
150,848,8,14-05-2024
150,946,9,15-12-2024
150,722,10,11-06-2024
150,674,11,18-02-2024
150,594,12,21-06-2024
150,303,13,18-10-2024
150,394,14,22-10-2024
150,783,15,19-12-2024
150,282,16,10-04-2024
150,994,17,11-05-2024
150,157,18,03-07-2024
150,72,19,02-05-2024
150,649,20,02-12-2024
150,823,21,11-02-2024
150,707,22,31-12-2023
150,524,23,08-09-2024
150,701,24,21-10-2024
150,32,25,24-05-2024
150,199,26,15-10-2024
150,268,27,25-08-2024
150,388,28,26-09-2024
150,385,29,21-07-2024
150,309,30,19-04-2024
150,971,31,08-07-2024
150,387,32,03-12-2024
150,291,33,13-06-2024
150,751,34,17-03-2024
150,584,35,28-05-2024
150,989,36,15-05-2024
150,143,37,04-11-2024
150,2,38,20-05-2024
150,678,39,13-11-2024
150,454,40,26-04-2024
150,101,41,03-09-2024
150,944,42,03-12-2024
150,63,43,01-11-2024
150,380,44,24-03-2024
150,550,45,22-02-2024
150,597,46,27-02-2024
150,358,47,07-12-2024
150,822,48,29-10-2024
150,728,49,01-10-2024
489,660,1,07-05-2024
489,369,2,04-09-2024
489,178,3,22-02-2024
489,457,4,01-03-2024
489,960,5,12-03-2024
489,550,6,22-05-2024
489,513,7,16-11-2023
489,86,8,22-09-2023
489,284,9,11-08-2024
489,381,10,01-11-2023
371,99,1,09-08-2024
371,751,2,30-12-2024
371,960,3,07-10-2024
371,454,4,08-08-2024
371,743,5,13-06-2024
371,782,6,18-09-2024
371,836,7,09-02-2025
371,730,8,15-12-2024
371,734,9,13-07-2024
371,888,10,31-12-2024
371,684,11,20-05-2024
371,363,12,18-07-2024
371,206,13,16-06-2024
371,327,14,10-04-2025
371,512,15,19-09-2024
371,997,16,26-10-2024
371,197,17,10-12-2024
371,34,18,02-08-2024
371,6,19,24-05-2024
371,227,20,21-10-2024
371,261,21,02-08-2024
371,462,22,10-11-2024
371,217,23,18-07-2024
371,881,24,07-02-2025
371,659,25,01-05-2025
371,729,26,28-10-2024
371,995,27,26-12-2024
371,417,28,14-09-2024
371,385,29,02-05-2025
371,823,30,06-02-2025
371,83,31,21-05-2024
371,199,32,24-07-2024
841,856,1,09-09-2023
841,762,2,15-05-2023
841,881,3,30-03-2023
841,930,4,10-06-2023
841,235,5,01-09-2023
841,169,6,19-10-2023
841,213,7,07-12-2023
841,649,8,16-10-2023
841,432,9,05-12-2023
841,357,10,05-04-2023
841,619,11,02-04-2023
841,267,12,26-04-2023
841,72,13,22-04-2023
841,222,14,17-10-2023
841,366,15,08-11-2023
841,654,16,31-07-2023
841,605,17,05-12-2023
841,417,18,23-10-2023
841,908,19,19-11-2023
841,765,20,18-10-2023
841,749,21,06-02-2024
841,971,22,02-01-2024
841,111,23,25-11-2023
841,364,24,09-05-2023
841,474,25,08-07-2023
841,492,26,07-03-2024
841,921,27,31-12-2023
841,301,28,14-11-2023
841,590,29,30-09-2023
841,987,30,08-05-2023
841,743,31,05-11-2023
841,157,32,14-08-2023
306,169,1,03-08-2022
306,953,2,06-05-2023
306,311,3,28-02-2023
306,669,4,04-11-2022
306,182,5,10-02-2023
306,5,6,30-03-2023
306,672,7,27-04-2023
306,140,8,30-08-2022
306,142,9,28-01-2023
306,391,10,03-01-2023
306,390,11,27-09-2022
306,213,12,30-11-2022
306,857,13,13-02-2023
306,363,14,24-02-2023
306,707,15,26-07-2022
306,440,16,29-09-2022
306,868,17,29-04-2023
306,433,18,03-05-2023
306,590,19,17-07-2022
306,728,20,21-11-2022
306,873,21,13-10-2022
306,138,22,19-04-2023
306,617,23,13-11-2022
306,556,24,05-07-2022
306,198,25,04-08-2022
306,324,26,18-01-2023
306,212,27,14-07-2022
306,17,28,23-07-2022
306,373,29,28-02-2023
306,531,30,30-04-2023
306,659,31,03-09-2022
306,370,32,11-06-2022
306,222,33,17-04-2023
306,895,34,22-11-2022
306,225,35,24-04-2023
306,557,36,28-07-2022
306,117,37,23-09-2022
306,224,38,03-07-2022
306,161,39,08-10-2022
306,976,40,22-06-2022
306,289,41,04-06-2022
306,994,42,31-05-2022
306,944,43,17-06-2022
306,400,44,23-10-2022
306,34,45,21-06-2022
306,834,46,17-10-2022
306,458,47,27-01-2023
306,238,48,09-07-2022
329,762,1,26-07-2023
329,758,2,31-12-2022
329,362,3,14-01-2023
329,529,4,19-09-2023
329,272,5,29-08-2023
329,34,6,25-02-2023
329,782,7,25-02-2023
329,265,8,03-10-2023
329,669,9,27-11-2022
329,868,10,06-05-2023
329,94,11,29-07-2023
329,633,12,11-06-2023
329,183,13,29-07-2023
329,674,14,22-02-2023
329,7,15,30-07-2023
329,999,16,22-10-2023
329,940,17,20-04-2023
329,14,18,27-12-2022
329,161,19,09-09-2023
329,568,20,21-07-2023
329,833,21,09-10-2023
329,476,22,26-04-2023
329,4,23,24-05-2023
329,847,24,21-11-2022
329,889,25,16-01-2023
329,583,26,21-08-2023
329,114,27,12-05-2023
329,828,28,21-08-2023
329,358,29,18-08-2023
329,70,30,12-12-2022
329,629,31,05-08-2023
329,738,32,06-10-2023
329,103,33,17-06-2023
329,471,34,28-09-2023
329,707,35,25-02-2023
329,417,36,15-05-2023
329,668,37,08-10-2023
329,401,38,09-04-2023
329,162,39,25-02-2023
329,440,40,29-12-2022
329,277,41,07-02-2023
329,413,42,17-09-2023
329,392,43,21-03-2023
329,210,44,28-07-2023
329,844,45,22-09-2023
329,100,46,08-04-2023
329,975,47,23-01-2023
329,110,48,01-04-2023
529,188,1,11-07-2023
529,183,2,02-09-2023
529,329,3,16-05-2023
529,518,4,13-01-2023
529,261,5,13-02-2023
529,357,6,17-10-2022
529,274,7,10-01-2023
529,409,8,01-02-2023
529,206,9,24-07-2023
529,965,10,04-08-2023
529,979,11,21-04-2023
529,907,12,05-10-2022
529,516,13,03-12-2022
529,34,14,11-06-2023
529,366,15,21-02-2023
529,883,16,02-03-2023
529,103,17,17-11-2022
529,238,18,08-04-2023
529,944,19,20-01-2023
529,677,20,17-11-2022
529,420,21,21-12-2022
529,699,22,18-05-2023
529,272,23,15-03-2023
529,700,24,12-07-2023
192,417,1,20-02-2023
192,486,2,18-04-2023
192,461,3,07-09-2022
192,50,4,03-10-2022
192,428,5,13-07-2022
192,95,6,07-04-2023
192,833,7,29-07-2022
192,735,8,06-07-2022
192,649,9,22-12-2022
192,564,10,16-11-2022
192,66,11,28-03-2023
192,58,12,13-12-2022
192,754,13,13-04-2023
192,149,14,19-12-2022
192,944,15,21-01-2023
192,420,16,25-07-2022
192,529,17,10-08-2022
192,614,18,30-11-2022
192,100,19,16-08-2022
192,362,20,12-10-2022
192,742,21,30-07-2022
192,966,22,08-11-2022
192,49,23,31-03-2023
192,846,24,25-07-2022
192,842,25,08-12-2022
192,287,26,28-04-2023
192,692,27,09-08-2022
192,809,28,12-12-2022
192,357,29,29-04-2023
192,686,30,29-06-2022
192,720,31,05-01-2023
192,90,32,17-06-2022
192,922,33,25-08-2022
192,118,34,13-12-2022
859,110,1,05-03-2023
859,507,2,11-09-2022
859,947,3,28-11-2022
859,203,4,17-03-2023
859,737,5,11-11-2022
859,368,6,12-05-2023
859,977,7,01-06-2023
859,377,8,23-07-2023
859,556,9,24-07-2023
859,999,10,08-11-2022
859,513,11,15-11-2022
859,101,12,09-06-2023
859,791,13,06-01-2023
859,951,14,11-10-2022
859,700,15,06-09-2022
10,31,1,13-09-2022
10,861,2,08-09-2022
10,57,3,23-06-2023
10,198,4,28-07-2022
10,750,5,24-01-2023
10,910,6,22-07-2022
10,375,7,21-05-2023
10,494,8,07-12-2022
10,492,9,27-06-2023
10,455,10,03-04-2023
10,432,11,27-09-2022
10,58,12,06-01-2023
10,706,13,05-03-2023
10,319,14,12-04-2023
10,959,15,13-07-2023
10,612,16,23-02-2023
10,634,17,06-09-2022
10,473,18,09-11-2022
10,451,19,11-08-2022
10,838,20,07-09-2022
10,576,21,16-07-2023
10,127,22,14-08-2022
10,361,23,04-08-2022
10,541,24,15-05-2023
10,590,25,21-04-2023
10,895,26,10-11-2022
10,611,27,30-10-2022
10,413,28,21-05-2023
10,454,29,28-02-2023
10,330,30,03-07-2023
10,486,31,18-01-2023
10,467,32,03-04-2023
848,898,1,05-07-2021
848,654,2,11-01-2022
848,982,3,20-08-2021
848,700,4,13-01-2022
848,362,5,23-09-2021
848,81,6,12-01-2022
848,962,7,04-08-2021
848,820,8,01-04-2022
848,342,9,07-05-2022
848,224,10,13-05-2022
848,201,11,31-12-2021
848,316,12,26-03-2022
848,153,13,26-07-2021
848,522,14,24-04-2022
848,627,15,26-12-2021
848,198,16,13-01-2022
848,343,17,16-04-2022
848,221,18,09-05-2022
848,50,19,12-12-2021
848,563,20,08-07-2021
848,853,21,24-11-2021
848,720,22,25-04-2022
848,735,23,12-03-2022
848,381,24,11-06-2022
848,766,25,22-09-2021
848,188,26,10-05-2022
848,520,27,23-09-2021
848,534,28,11-02-2022
848,172,29,12-04-2022
623,105,1,27-03-2025
623,546,2,12-05-2024
623,598,3,09-06-2024
623,817,4,12-12-2024
623,574,5,12-08-2024
623,960,6,29-11-2024
623,397,7,11-01-2025
623,183,8,04-03-2025
623,256,9,12-03-2025
623,370,10,08-11-2024
623,100,11,30-07-2024
623,252,12,21-06-2024
623,208,13,28-05-2024
623,742,14,13-12-2024
623,890,15,05-05-2024
623,51,16,03-11-2024
623,85,17,22-04-2025
623,506,18,12-11-2024
623,143,19,26-03-2025
623,491,20,04-10-2024
623,267,21,22-07-2024
623,715,22,17-05-2024
623,218,23,03-03-2025
623,45,24,11-07-2024
623,483,25,14-09-2024
623,101,26,30-08-2024
623,206,27,02-01-2025
623,726,28,19-07-2024
623,749,29,13-06-2024
623,203,30,13-07-2024
623,409,31,26-05-2024
623,594,32,05-02-2025
623,90,33,09-09-2024
623,888,34,13-09-2024
623,624,35,06-06-2024
623,341,36,02-02-2025
623,793,37,15-06-2024
623,901,38,09-01-2025
623,828,39,03-03-2025
623,972,40,21-04-2025
623,615,41,21-01-2025
623,834,42,07-09-2024
623,719,43,16-12-2024
